EP Site ID,Latitude,Longitude
PH-NCR-02249,14.603447,121.080336
PH-NCR-02422,14.594774,121.024763
PH-NCR-01708,14.59771,120.97662
PH-NCR-01252,14.7358,121.065
PH-NCR-01504,14.64915,121.10487
PH-NCR-01549,14.63322,121.08302
PH-NCR-01371,14.689001,120.9383
PH-NCR-01600,14.620875,120.970731
PH-NCR-02471,14.643901,120.983953
PH-RIZ-01325,14.70406,121.12859
PH-RIZ-01681,14.6031,121.10653
PH-NCR-01305,14.7125024,121.0338934
PH-NCR-01275,14.72499,120.98437
PH-RIZ-01264,14.73031,121.14412
PH-NCR-02215,14.71031667,120.9514667
PH-NCR-01488,14.653307,121.043748
PH-NCR-01533,14.638959,121.054167
PH-NCR-02650,14.61609,121.08387
PH-RIZ-02457,14.51746,121.16322
PH-RIZ-02202,14.54012,121.1921
PH-RIZ-01801,14.57015,121.2021
PH-RIZ-01808,14.56629,121.18304
PH-RIZ-01716,14.59476,121.17005
PH-RIZ-01564,14.63057,121.1381
PH-RIZ-01491,14.65241,121.14569
PH-RIZ-01532,14.63944,121.13711
PH-RIZ-01588,14.62285,121.18943
PH-RIZ-01622,14.61647,121.18274
PH-RIZ-02707,14.499411,121.188309
PH-RIZ-01894,14.47134,121.19133
PH-RIZ-02195,14.60166,121.12415
PH-RIZ-01574,14.62726,121.10705
PH-RIZ-01884,14.48235,121.2136
PH-RIZ-01913,14.29251,121.30828
PH-NCR-02243,14.66763,121.10776
PH-NCR-02450,14.65122,121.11078
PH-RIZ-01854,14.526686,121.23322
PH-RIZ-01852,14.52816,121.24923
PH-RIZ-01888,14.48054,121.30618
PH-RIZ-02411,14.71286,121.1448
PH-RIZ-01256,14.73369,121.13829
PH-RIZ-01241,14.7421,121.13147
PH-RIZ-01327,14.70214,121.13736
PH-RIZ-01818,14.56083,121.3698
PH-RIZ-01776,14.57818,121.34059
PH-RIZ-01815,14.56361,121.15165
PH-RIZ-01820,14.55955,121.2098
PH-NCR-01435,14.66866,120.99523
PH-NCR-02642,14.685717,120.952936
PH-NCR-01331,14.701666,120.96
PH-NCR-01466,14.6611343,121.0728329
PH-NCR-01707,14.597737,120.989334
PH-RIZ-01232,14.74973,121.12666
PH-NCR-01470,14.658456,120.969081
PH-NCR-02366,14.601818,120.965485
PH-NCR-01821,14.55865,121.09538
PH-NCR-01571,14.628199,121.06945
PH-NCR-03237,14.70225,120.9660833
PH-NCR-02643,14.675195,121.013793
PH-NCR-01768,14.579707,120.9867
PH-NCR-02552,14.599779,121.01427
PH-NCR-01289,14.719046,121.009391
PH-NCR-01471,14.65831,121.026189
PH-NCR-02323,14.697139,121.020751
PH-NCR-02460,14.526565,121.05627
PH-NCR-02333,14.6668,121.111194
PH-NCR-02663,14.543265,121.0608
PH-RIZ-01610,14.61811,121.17138
PH-NCR-01430,14.669669,121.009755
PH-NCR-01722,14.591746,121.010991
PH-RIZ-01806,14.567182,121.173188
PH-NCR-03028,14.583678,121.013108
PH-NCR-03068,14.610359,120.965557
PH-NCR-01692,14.601309,121.006346
PH-RIZ-01738,14.58769,121.11975
PH-RIZ-01844,14.53757,121.15417
PH-NCR-01648,14.609514,120.96898
PH-NCR-01775,14.578556,121.009641
PH-NCR-01621,14.61652,120.97979
PH-NCR-01729,14.589859,120.993965
PH-NCR-01244,14.74079,121.02468
PH-NCR-01702,14.5995,121.0181
PH-NCR-02350,14.565123,121.081426
PH-NCR-01485,14.653827,120.960889
PH-NCR-02283,14.739201,120.984014
PH-NCR-02284,14.650259,120.969779
PH-NCR-02285,14.657015,120.965586
PH-NCR-02286,14.758851,121.0802
PH-NCR-01332,14.701015,120.999031
PH-NCR-02977,14.707098,120.985199
PH-NCR-01341,14.697402,121.097561
PH-NCR-02346,14.674659,121.033327
PH-RIZ-01638,14.612416,121.157234
PH-RIZ-02287,14.56766,121.16534
PH-NCR-02363,14.713856,120.999224
PH-NCR-02667,14.65948,121.05015
PH-NCR-01637,14.61256667,121.016175
PH-NCR-01367,14.6899635,121.0412018
PH-NCR-01350,14.6942403,121.0431061
PH-NCR-01444,14.66602,121.1025
PH-NCR-01461,14.6623,121.11556
PH-NCR-01398,14.679272,120.987877
PH-NCR-01553,14.63234,121.09511
PH-NCR-01301,14.7140658,121.0610228
PH-RIZ-01556,14.63209,121.11447
PH-NCR-01418,14.67272,120.93656
PH-RIZ-01825,14.55636,121.1482
PH-BUL-01348,14.69558,120.94984
PH-NCR-03067,14.605018,120.96458
PH-NCR-01408,14.676394,120.971894
PH-NCR-03056,120.9633676,14.61593377
PH-NCR-01209,14.766804,121.067221
PH-RIZ-01725,14.59043,121.18962
PH-NCR-01223,14.757888,121.056467
PH-NCR-01447,14.665257,120.972517
PH-NCR-03000,121.070014,14.510869
PH-NCR-03001,14.688934,120.98812
PH-NCR-01446,14.665896,120.998375
PH-BUL-01338,14.698378,120.948141
PH-BUL-01329,14.701819,120.943452
PH-NCR-01411,14.674645,120.950807
PH-NCR-01247,14.7396,120.98942
PH-NCR-01245,14.7404091,121.0633324
PH-NCR-01378,14.68609,120.96414
PH-NCR-01216,14.764481,121.041199
PH-NCR-01448,14.66511,120.95804
PH-NCR-02288,14.707962,121.01459
PH-NCR-02351,14.625893,121.06714
PH-NCR-01406,14.67716,120.96642
PH-NCR-01205,14.76939,121.03338
PH-RIZ-01228,14.75584,121.14923
PH-NCR-02665,14.56301,121.003202
PH-NCR-02666,14.575926,121.014658
PH-NCR-02649,14.56464,121.00681
PH-NCR-01534,14.638955,121.123794
PH-NCR-02437,14.6456,121.11332
PH-NCR-01267,14.72903,121.0652
PH-RIZ-01405,14.67765,121.11131
PH-NCR-02441,14.585698,121.005963
PH-NCR-01426,14.6704709,121.0692169
PH-NCR-01590,14.62244,121.066565
PH-NCR-02657,14.5642,121.048
PH-NCR-03227,14.572776,121.025434
PH-NCR-02651,14.559257,121.050901
PH-RIZ-02461,14.53784,121.10853
PH-NCR-02647,14.588366,121.039757
PH-NCR-01468,14.66018333,120.95675
PH-NCR-03436,14.579444,121.035783
PH-NCR-03069,120.97931,14.63498
PH-NCR-03061,14.614134,120.972396
PH-NCR-03060,14.63642,120.98181
PH-NCR-03047,14.612449,120.966849
PH-NCR-03029,14.611583,120.971896
PH-NCR-03035,14.60723378,120.9637857
PH-NCR-03071,14.58243374,121.0055741
PH-NCR-03266,14.585125,121.029744
PH-NCR-01639,14.612323,121.008543
PH-NCR-03045,120.963217,14.612488
PH-NCR-01576,14.626669,120.970086
PH-NCR-01502,14.6498714,121.0082771
PH-NCR-01558,14.631854,121.021524
PH-NCR-01786,14.57553,121.07937
PH-NCR-01366,14.690066,121.082481
PH-NCR-01233,14.749502,121.037188
PH-NCR-01641,14.61161,120.975343
PH-NCR-01420,14.672708,120.968636
PH-RIZ-02704,14.49921,121.17587
PH-NCR-01309,14.71104,121.04193
PH-NCR-02379,14.59753,121.05623
PH-NCR-01310,14.710909,120.959452
PH-NCR-01458,14.6628,121.10297
PH-NCR-01490,14.652764,121.023331
PH-NCR-01477,14.6564914,121.0118014
PH-RIZ-02536,14.48993,121.19188
PH-NCR-01583,14.624122,121.057715
PH-NCR-01270,14.726273,121.113915
PH-RIZ-01659,14.60681,121.19807
PH-NCR-01335,14.699983,120.975762
PH-NCR-01218,14.76298,121.04423
PH-NCR-01694,14.60065,120.9690194
PH-NCR-01671,14.604329,121.022002
PH-NCR-01280,14.722282,121.053666
PH-RIZ-02402,14.52391,121.14826
PH-NCR-01271,14.726022,121.041174
PH-NCR-01675,14.603778,121.004146
PH-NCR-01749,14.584767,120.991155
PH-NCR-01522,14.642968,121.0541
PH-NCR-01746,14.585183,121.017303
PH-NCR-01698,14.60005283,120.9703064
PH-NCR-01608,14.618572,121.043676
PH-RIZ-02523,14.603502,121.185463
PH-NCR-01595,14.621452,121.010115
PH-NCR-01263,14.73038,121.044847
PH-NCR-01508,14.647037,120.960564
PH-NCR-01480,14.65539,120.969463
PH-NCR-01589,14.622496,121.043231
PH-RIZ-01829,14.54668,121.36547
PH-NCR-02505,14.5916339,121.0609443
PH-NCR-01555,14.63221,121.07892
PH-NCR-01562,14.63076,120.99408
PH-NCR-02656,14.596131,121.093476
PH-NCR-01387,14.683177,121.04687
PH-NCR-01667,14.604874,121.020873
PH-NCR-01541,14.636772,121.015591
PH-NCR-01811,14.564885,120.985325
PH-NCR-01438,14.66799,121.057325
PH-NCR-01423,14.670704,120.987628
PH-NCR-01258,14.731814,120.994198
PH-NCR-01701,14.599519,121.021507
PH-NCR-01756,14.58301067,121.0023117
PH-NCR-01361,14.691898,120.952586
PH-NCR-02511,14.510745,121.050042
PH-NCR-01565,14.630541,121.088502
PH-NCR-01603,14.620307,120.995851
PH-NCR-01850,14.529118,121.069521
PH-NCR-01672,14.604081,120.990671
PH-NCR-02423,14.512727,121.038392
PH-NCR-02532,14.654057,121.002078
PH-NCR-01837,14.542201,121.070235
PH-NCR-01518,14.64391,120.96785
PH-NCR-01736,14.588065,121.029261
PH-NCR-01789,14.574865,120.995701
PH-NCR-01292,14.7174917,121.0181833
PH-NCR-01599,14.620987,121.0628
PH-NCR-01282,14.721501,121.030574
PH-NCR-02362,14.760165,121.086686
PH-NCR-01542,14.63578,120.96222
PH-NCR-01703,14.59945,120.972411
PH-NCR-03204,14.622998,121.01729
PH-RIZ-01847,14.53295,121.14713
PH-NCR-01670,14.604396,121.008434
PH-NCR-01865,14.50916,121.06237
PH-RIZ-01902,14.43795,121.33539
PH-RIZ-01851,14.52896,121.254
PH-RIZ-02483,14.44835,121.20498
PH-RIZ-01891,14.47488,121.20543
PH-RIZ-02403,14.50724,121.18633
PH-RIZ-01907,14.36381,121.2209
PH-RIZ-01885,14.48115,121.22407
PH-RIZ-01867,14.50613,121.235
PH-RIZ-01826,14.5503,121.22117
PH-RIZ-01900,14.45004,121.33069
PH-RIZ-02526,14.49916,121.29452
PH-RIZ-01627,14.61536,121.19136
PH-RIZ-01365,14.6908,121.12854
PH-RIZ-01354,14.6926,121.1157
PH-RIZ-01291,14.71786,121.13844
PH-RIZ-01410,14.67552,121.12868
PH-RIZ-01465,14.661223,121.147693
PH-RIZ-02513,14.59313,121.14359
PH-NCR-03187,14.565833,121.027777
PH-NCR-01302,14.71377049,121.0210446
PH-NCR-01296,14.71668,121.02932
PH-NCR-02542,14.70481,121.07626
PH-NCR-02404,14.631158,121.002751
PH-NCR-01633,14.61326,121.01788
PH-NCR-01643,14.610493,121.004823
PH-NCR-01644,14.610204,120.985554
PH-NCR-01573,14.627692,120.984829
PH-NCR-03189,14.5499,121.00838
PH-NCR-02442,14.541393,121.088351
PH-NCR-01433,14.668963,120.975216
PH-NCR-02436,14.673452,121.055784
PH-NCR-02655,14.457,120.9991
PH-NCR-01879,14.489311,121.047093
PH-NCR-01784,14.57561,121.03456
PH-NCR-01695,14.600542,120.988465
PH-RIZ-01747,14.58492,121.2019
PH-RIZ-01713,14.59558,121.111
PH-RIZ-01253,14.735263,121.156341
PH-NCR-01393,14.681731,120.985963
PH-NCR-01333,14.70099,121.025261
PH-RIZ-01422,14.67096,121.13468
PH-NCR-01706,14.59793,120.9706
PH-NCR-01864,14.511086,121.055281
PH-RIZ-01908,14.35129,121.3253
PH-RIZ-01870,14.50536,121.2912
PH-RIZ-01856,14.52438,121.14435
PH-RIZ-01876,14.49169,121.28201
PH-RIZ-02244,14.57455,121.177033
PH-NCR-02177,14.477819,121.057763
PH-NCR-01376,14.68678,120.99063
PH-NCR-02443,14.728091,121.029523
PH-NCR-01788,14.575146,121.094811
PH-NCR-01260,14.73142,121.028444
PH-NCR-01744,14.585649,121.010391
PH-NCR-01849,14.52975248,121.0894218
PH-NCR-01785,14.57554,121.04713
PH-NCR-01767,14.579945,120.995285
PH-RIZ-01882,14.48518,121.2327
PH-RIZ-01901,14.44169,121.2063
PH-RIZ-01831,14.54582,121.14217
PH-NCR-02639,14.70364,121.04306
PH-NCR-01493,14.65225,121.12096
PH-NCR-01834,14.545152,121.077441
PH-NCR-01679,14.60315,121.04563
PH-NCR-02444,14.676199,121.023728
PH-NCR-01421,14.671743,121.011297
PH-NCR-01525,14.64228003,121.0226299
PH-NCR-01561,14.630774,121.065137
PH-NCR-01592,14.62220004,121.0119599
PH-NCR-01800,14.57056,121.00622
PH-NCR-01763,14.58123,121.01582
PH-NCR-01624,14.615652,121.002311
PH-NCR-01362,14.69167,121.08147
PH-NCR-01766,14.580714,121.007197
PH-NCR-01816,14.5621,120.99637
PH-NCR-02555,14.609683,120.993579
PH-BUL-01224,14.75782,120.99287
PH-NCR-01645,14.61014657,121.0243139
PH-NCR-01230,14.751475,121.084418
PH-NCR-01822,14.558553,121.087298
PH-NCR-01630,14.61414,121.06006
PH-NCR-02405,14.633965,120.964523
PH-NCR-01734,14.588807,120.997075
PH-NCR-01507,14.64783,121.02805
PH-NCR-01560,14.63121998,120.9981802
PH-NCR-02245,14.62592,121.00179
PH-NCR-01535,14.63877004,121.0406101
PH-NCR-02206,14.68464091,121.0504476
PH-NCR-01324,14.70415,121.06123
PH-RIZ-01859,14.51906,121.27124
PH-RIZ-01840,14.54161,121.21546
PH-NCR-01660,14.60653,120.99991
PH-NCR-02459,14.655962,120.992484
PH-NCR-02648,14.572706,121.012995
PH-RIZ-01591,14.62235,121.1112
PH-NCR-02645,14.625201,121.102012
PH-NCR-01665,14.605713,120.962657
PH-RIZ-01906,14.39872,121.22373
PH-RIZ-01835,14.54353,121.11836
PH-NCR-01647,14.609676,121.042706
PH-RIZ-01743,14.58606,121.17345
PH-NCR-01450,14.66447,120.95161
PH-NCR-01452,14.66407,120.96994
PH-NCR-01750,14.584703,121.025426
PH-RIZ-01748,14.58491,121.22779
PH-RIZ-01727,14.5899,121.24009
PH-RIZ-02535,14.556531,121.240738
PH-RIZ-01651,14.608964,121.260886
PH-RIZ-02506,14.52341,121.33337
PH-RIZ-03222,14.56877,121.41948
PH-RIZ-02705,14.76062,121.16033
PH-RIZ-01229,14.7522,121.15749
PH-RIZ-02484,14.750064,121.141136
PH-RIZ-02703,14.74489,121.15723
PH-RIZ-02706,14.4572,121.3709
PH-NCR-02662,14.700601,121.111797
PH-NCR-01347,14.695877,121.052482
PH-NCR-02541,14.69,121.07
PH-NCR-01390,14.682372,121.078077
PH-NCR-01661,14.606482,121.084259
PH-NCR-01246,14.73995,121.05473
PH-NCR-01520,14.6437,121.0207
PH-NCR-02533,14.725387,121.06099
PH-NCR-01424,14.67061,121.01703
PH-NCR-01453,14.663952,121.022668
PH-NCR-02653,14.7049,121.0977
PH-NCR-01308,14.711616,121.11207
PH-NCR-01243,14.740892,121.04654
PH-NCR-01261,14.731379,121.039294
PH-NCR-02205,14.738482,121.057984
PH-NCR-01242,14.741512,121.03906
PH-NCR-01210,14.76635,121.0276833
PH-NCR-01396,14.680899,121.08055
PH-NCR-01451,14.66435,121.03175
PH-NCR-01498,14.650953,121.016595
PH-NCR-01550,14.632649,121.059658
PH-NCR-01668,14.60486,120.9987
PH-NCR-02386,14.601468,120.991193
PH-NCR-02664,14.684622,121.09
PH-NCR-01551,14.632517,121.027916
PH-NCR-01443,14.666138,121.072538
PH-NCR-01269,14.726349,121.048542
PH-NCR-01693,14.601208,120.982704
PH-NCR-02658,14.701242,121.096172
PH-NCR-01678,14.603173,120.985326
PH-NCR-01449,14.664746,121.068406
PH-NCR-03236,14.60352,121.0503
PH-NCR-03214,14.554378,121.021993
PH-NCR-02660,14.549603,121.057902
PH-NCR-01657,14.607055,120.993501
PH-NCR-02527,14.612793,120.994922
PH-NCR-01684,14.60281,120.995654
PH-NCR-01714,14.59491,120.97717
PH-NCR-01530,14.639869,121.074281
PH-NCR-01288,14.719401,121.049789
PH-NCR-01432,14.669621,121.028164
PH-NCR-01732,14.589017,121.035253
PH-NCR-01484,14.654341,121.01057
PH-NCR-01464,14.661463,121.015016
PH-NCR-01719,14.592251,121.003495
PH-NCR-01777,14.578014,121.039798
PH-NCR-01457,14.663177,121.109031
PH-NCR-01473,14.65717,121.12595
PH-NCR-01268,14.727826,121.01116
PH-NCR-01311,14.7109,120.9958
PH-NCR-01401,14.678055,120.936388
PH-NCR-01328,14.70191,121.052053
PH-NCR-01792,14.57339,121.04005
PH-NCR-01754,14.583437,121.027989
PH-NCR-01723,14.59074,121.026487
PH-NCR-01721,14.592037,121.018103
PH-NCR-02375,14.57707,121.03513
PH-NCR-02445,14.627756,121.025655
PH-NCR-01634,14.613106,121.024828
PH-NCR-01419,14.672713,121.063179
PH-NCR-01570,14.628493,120.980818
PH-NCR-01710,14.596734,121.080416
PH-NCR-02377,14.6370189,121.0587454
PH-NCR-02636,14.626321,120.962133
PH-NCR-01662,14.606363,120.988563
PH-NCR-01677,14.6035,120.99179
PH-NCR-01779,14.577009,120.988301
PH-NCR-02646,14.628077,121.028626
PH-NCR-01486,14.653619,121.029332
PH-NCR-01544,14.635153,121.074025
PH-NCR-01782,14.575948,120.991682
PH-NCR-01774,14.578621,121.005733
PH-NCR-01803,14.569201,120.9915
PH-NCR-01640,14.612221,120.98283
PH-NCR-01686,14.602483,121.004101
PH-NCR-01793,14.57325,120.98679
PH-NCR-01764,14.581189,120.987798
PH-NCR-02395,14.709539,121.08637
PH-NCR-01676,14.60364,120.98071
PH-NCR-02213,14.612479,120.969815
PH-NCR-01578,14.62522,121.01713
PH-NCR-01609,14.618527,121.000028
PH-NCR-01463,14.6618,120.95088
PH-NCR-01581,14.62459,121.09536
PH-NCR-02204,14.62747,121.104254
PH-NCR-01474,14.65678,121.13273
PH-NCR-01312,14.71081,120.98025
PH-NCR-02465,14.69108,120.970207
PH-NCR-01330,14.70174,121.01404
PH-NCR-01515,14.64475,120.9706
PH-NCR-01529,14.6399533,120.9991017
PH-NCR-02659,14.628444,121.056722
PH-NCR-01439,14.667583,121.004275
PH-NCR-01628,14.614217,121.011725
PH-NCR-01368,14.68983333,121.0528806
PH-NCR-01284,14.72118,120.94443
PH-NCR-01306,14.712319,120.985817
PH-NCR-02644,14.736725,121.049399
PH-NCR-01352,14.692867,121.003598
PH-NCR-02424,14.716719,121.032259
PH-NCR-02406,14.678567,121.026743
PH-NCR-01273,14.725454,120.998273
PH-RIZ-01548,14.63323,121.10664
PH-RIZ-01705,14.598,121.1909
PH-NCR-01320,14.7063,121.0717
PH-NCR-01566,14.629889,121.019592
PH-NCR-01598,14.62113,120.99039
PH-NCR-01344,14.696876,121.003232
PH-NCR-01429,14.669722,120.982222
PH-NCR-01615,14.617509,120.965919
PH-NCR-01519,14.64379,121.09588
PH-NCR-01669,14.604694,121.01397
PH-NCR-01511,14.64579,121.10084
PH-NCR-01514,14.64492,121.1274
PH-NCR-01613,14.617919,121.06923
PH-NCR-02407,14.63579,121.08923
PH-NCR-01496,14.65158,121.11926
PH-NCR-02475,14.70837,120.94751
PH-NCR-01593,14.62193167,120.997275
PH-NCR-01751,14.58456,121.04941
PH-NCR-01500,14.650112,120.973019
PH-NCR-01388,14.6829936,121.0406544
PH-NCR-01381,14.685558,121.035908
PH-NCR-01481,14.65478,121.01797
PH-NCR-01597,14.6212,120.98201
PH-NCR-01557,14.63203,120.97339
PH-NCR-02546,14.614136,120.975013
PH-NCR-01359,14.69206,121.007216
PH-NCR-01509,14.64672,120.97865
PH-NCR-02551,14.6263,120.9919
PH-NCR-01688,14.602343,121.027139
PH-NCR-01691,14.60166,121.03132
PH-NCR-01690,14.60182,121.03897
PH-NCR-01402,14.677907,121.034686
PH-NCR-01369,14.6896878,121.022274
PH-NCR-02652,14.4025,121.034
PH-NCR-01521,14.643201,121.121878
PH-NCR-01317,14.7070933,121.0536467
PH-NCR-01238,14.74424,121.066
PH-NCR-01417,14.67274,121.00574
PH-NCR-01386,14.68367,121.025746
PH-RIZ-01846,14.53476,121.25408
PH-NCR-01407,14.67646,120.98945
PH-NCR-01360,14.69192,120.99568
PH-NCR-01400,14.6788,121.017536
PH-NCR-01389,14.68262,120.9971
PH-RIZ-01839,14.54188,121.14614
PH-RIZ-01753,14.58354,121.17562
PH-RIZ-01735,14.58879,121.17757
PH-RIZ-01601,14.62076,121.13583
PH-RIZ-01804,14.56861,121.1315
PH-RIZ-01896,14.46454,121.19087
PH-RIZ-01890,14.47714,121.19484
PH-RIZ-01897,14.45874,121.1985
PH-RIZ-01759,14.58236,121.11308
PH-NCR-02194,14.640525,121.015981
PH-RIZ-01802,14.56988,121.11399
PH-RIZ-01731,14.5896,121.13473
PH-RIZ-02253,14.57522,121.13011
PH-RIZ-01809,14.56577,121.12357
PH-NCR-01761,14.58191,121.03186
PH-NCR-01274,14.725366,121.02478
PH-NCR-02254,14.6418005,121.0130406
PH-NCR-01240,14.742379,121.0529645
PH-NCR-01201,14.7706,121.04585
PH-NCR-02543,14.632539,121.00098
PH-NCR-01649,14.609414,121.008531
PH-NCR-01836,14.54235,121.09712
PH-NCR-02637,14.677297,120.984489
PH-NCR-01711,14.596724,120.974402
PH-NCR-01682,14.602854,121.094496
PH-NCR-01812,14.56467,121.06548
PH-NCR-01878,14.491336,121.060082
PH-NCR-01385,14.683734,120.97202
PH-NCR-02235,14.49617,121.05672
PH-NCR-01883,14.483111,121.052167
PH-NCR-01674,14.603889,120.977474
PH-NCR-01531,14.63958,121.09934
PH-NCR-02425,14.533105,121.076844
PH-NCR-01585,14.62368,120.96326
PH-NCR-01805,14.568014,121.001463
PH-RIZ-01397,14.680647,121.128396
PH-NCR-01283,14.7214732,121.0613576
PH-NCR-01642,14.611401,120.980217
PH-NCR-02426,14.587525,121.021237
PH-NCR-02528,14.6195,120.993
PH-NCR-01195,14.77829,121.03159
PH-NCR-01503,14.64935,120.98215
PH-NCR-02446,14.641937,120.956027
PH-NCR-01434,14.668702,120.941423
PH-NCR-01482,14.65461,120.95438
PH-NCR-01501,14.64997,120.95835
PH-NCR-01358,14.69208,120.9579
PH-NCR-02654,14.539707,121.059415
PH-NCR-01663,14.606094,121.005417
PH-NCR-01412,14.67418,121.10836
PH-NCR-01718,14.59322,120.98777
PH-NCR-01456,14.66322,121.12603
PH-NCR-01476,14.65676,121.11538
PH-NCR-01505,14.64902,121.012613
PH-NCR-01717,14.593782,120.968449
PH-NCR-01773,14.578674,121.043975
PH-NCR-01222,14.757943,121.07283
PH-NCR-02638,14.595449,121.016003
PH-NCR-01889,14.48041,121.0564
PH-NCR-01830,14.546024,121.083544
PH-NCR-02356,14.505008,121.064319
PH-NCR-01611,14.61805,120.96162
PH-NCR-02191,14.738532,121.008591
PH-NCR-02529,14.588753,120.984942
PH-NCR-02408,14.6366035,121.0131158
PH-NCR-01547,14.633996,121.0495833
PH-NCR-01536,14.638403,120.980069
PH-NCR-01740,14.587197,121.002254
PH-NCR-02530,14.566932,120.985212
PH-NCR-02427,14.5811,121.01163
PH-NCR-01619,14.61667,120.98312
PH-NCR-01680,14.603125,120.974386
PH-RIZ-01783,14.57594,121.14288
PH-RIZ-01771,14.57927,121.13642
PH-NCR-01584,14.623683,121.055247
PH-NCR-01526,14.641459,121.049172
PH-NCR-01654,14.6077,121.0367389
PH-NCR-01656,14.607222,121.048333
PH-NCR-01506,14.647911,121.020223
PH-NCR-01860,14.516827,121.075028
PH-NCR-01567,14.629633,120.964414
PH-NCR-01697,14.600141,120.976711
PH-NCR-01345,14.696574,121.032211
PH-NCR-01415,14.672946,121.048787
PH-NCR-01198,14.776998,121.045707
PH-NCR-01563,14.63062222,121.0444639
PH-NCR-02255,14.471076,121.05248
PH-NCR-01880,14.489163,121.0609
PH-NCR-01833,14.545481,121.068436
PH-NCR-01842,14.540269,121.08021
PH-NCR-02233,14.537714,121.089685
PH-NCR-01872,14.499709,121.064423
PH-RIZ-01798,14.57134,121.13418
PH-NCR-01741,14.58661,121.09948
PH-RIZ-02193,14.57345,121.12681
PH-RIZ-01819,14.55988,121.13467
PH-NCR-01794,14.572463,121.004505
PH-RIZ-01742,14.58629,121.16848
PH-RIZ-03198,14.52509,121.19156
PH-RIZ-01904,14.40716,121.22959
PH-RIZ-01909,14.34736,121.21678
PH-RIZ-01899,14.45456,121.19987
PH-RIZ-01881,14.48874,121.18371
PH-NCR-01337,14.69936389,121.0849056
PH-RIZ-01700,14.59981,121.18132
PH-RIZ-02280,14.57899,121.14284
PH-PAN-00355,16.331375,119.7989444
PH-PAN-00535,15.91069444,119.8839722
PH-TAR-00602,15.685915,120.460755
PH-ZMB-01131,14.846485,120.277522
PH-TAR-00632,15.61068,120.557397
PH-ZMB-00599,15.696578,119.935482
PH-ZMB-00995,14.95646667,120.1744
PH-CAN-03192,14.182594,122.778323
PH-ZMB-00791,15.23687,120.01443
PH-TAR-00703,15.48668,120.587405
PH-NCR-03210,14.5417,121.019
PH-NUE-00725,15.452557,120.984813
PH-PAM-00997,14.956363,120.772376
PH-PAM-01020,14.934378,120.477461
PH-BEN-00282,16.692608,120.659397
PH-PAM-00813,15.17936,120.67779
PH-ILS-00117,17.542872,120.3817667
PH-ILN-00035,18.174353,120.547467
PH-CAG-00094,17.61557,121.72863
PH-ILN-00030,18.195823,120.602817
PH-PAM-00827,15.162633,120.597736
PH-BEN-00324,16.476719,120.500357
"Santa, Ilocos Sur",17.48735,120.4350167
PH-NUE-00707,15.483712,120.978844
PH-NUE-00705,15.48593,120.961326
PH-NUE-00697,15.49037,120.99034
PH-NUE-02544,15.49901,120.97656
PH-NUE-00696,15.4906,120.9774
PH-NUE-00715,15.474462,120.967028
PH-NUE-00717,15.468416,120.956486
PH-NUE-00686,15.50887,120.97202
PH-NUE-00688,15.504831,121.031592
PH-NUE-00680,15.521422,121.050856
PH-NUE-00706,15.484368,121.035389
PH-NUE-00677,15.525441,120.956164
PH-NUE-00765,15.309777,120.944126
PH-NUE-00779,15.28216,120.94637
PH-NUE-00770,15.304299,120.926892
PH-NUE-00762,15.329306,120.967333
PH-NUE-02182,15.35266,121.05302
PH-NUE-00637,15.599833,121.074705
PH-NUE-00608,15.669914,120.746377
PH-NUE-00563,15.836411,120.940508
PH-NUE-00581,15.75733,120.95483
PH-NUE-00648,15.585413,121.120489
PH-NUE-02670,15.555139,121.097583
PH-NUE-00659,15.556306,120.812553
PH-NUE-00768,15.304701,120.856159
PH-NUE-00769,15.304508,120.864893
PH-NUE-00777,15.286798,120.863802
PH-NUE-00767,15.306406,120.890294
PH-NUE-00576,15.77965,120.968789
PH-NUE-00575,15.783551,120.985517
PH-NUE-00749,15.361438,120.959199
PH-NUE-02180,15.248444,120.952667
PH-ILN-00044,18.090396,120.770454
PH-NUE-00721,15.458662,121.084642
PH-NUE-00622,15.6391,120.88836
PH-NUE-00640,15.595471,120.87963
PH-NUE-00709,15.482077,120.953192
PH-BUL-01172,14.814686,121.111492
PH-BUL-02440,14.81159,120.883601
PH-BUL-01061,14.892464,120.883947
PH-BUL-01081,14.87425,121.053031
PH-BUL-00798,15.220082,121.006686
PH-BUL-01101,14.861615,121.024216
PH-BUL-02485,14.822093,121.068467
PH-BUL-01077,14.878249,121.016415
PH-BUL-01157,14.829999,120.734918
PH-BUL-01094,14.866384,120.779307
PH-PAM-00812,15.180757,120.651989
PH-PAM-00888,15.083865,120.667181
PH-PAM-00962,14.985641,120.564677
PH-PAM-01039,14.913327,120.506531
PH-PAM-00854,15.135871,120.587915
PH-ZMB-00685,15.510711,119.970689
PH-ZMB-00957,14.989733,120.118212
PH-ZMB-01123,14.849969,120.299919
PH-ZMB-00573,15.800444,119.972426
PH-TAR-00687,15.50696,120.598828
PH-TAR-00607,15.677333,120.346942
PH-BUL-01124,14.849733,121.07001
PH-BUL-00874,15.107769,121.062051
PH-ISA-00253,16.833641,121.677415
PH-ISA-00236,16.900799,121.712753
PH-PAM-00861,15.126896,120.613306
PH-PAM-00800,15.209444,120.604361
PH-PAM-00796,15.222251,120.6186611
PH-PAN-00450,16.02291667,120.5792222
